#	抽奖配置表																																																																																																																																																									
#	Id		ChanceType	ChanceItemIndex	ItemId0	ItemCount0	ItemWeight0	ItemId1	ItemCount1	ItemWeight1	ItemId2	ItemCount2	ItemWeight2	ItemId3	ItemCount3	ItemWeight3	ItemId4	ItemCount4	ItemWeight4	ItemId5	ItemCount5	ItemWeight5	ItemId6	ItemCount6	ItemWeight6	ItemId7	ItemCount7	ItemWeight7	ItemId8	ItemCount8	ItemWeight8	ItemId9	ItemCount9	ItemWeight9	ItemId10	ItemCount10	ItemWeight10	ItemId11	ItemCount11	ItemWeight11	ItemId12	ItemCount12	ItemWeight12	ItemId13	ItemCount13	ItemWeight13	ItemId14	ItemCount14	ItemWeight14	ItemId15	ItemCount15	ItemWeight15	ItemId16	ItemCount16	ItemWeight16	ItemId17	ItemCount17	ItemWeight17	ItemId18	ItemCount18	ItemWeight18	ItemId19	ItemCount19	ItemWeight19	ItemId20	ItemCount20	ItemWeight20	ItemId21	ItemCount21	ItemWeight21	ItemId22	ItemCount22	ItemWeight22	ItemId23	ItemCount23	ItemWeight23	ItemId24	ItemCount24	ItemWeight24	ItemId25	ItemCount25	ItemWeight25	ItemId26	ItemCount26	ItemWeight26	ItemId27	ItemCount27	ItemWeight27	ItemId28	ItemCount28	ItemWeight28	ItemId29	ItemCount29	ItemWeight29	ItemId30	ItemCount30	ItemWeight30	ItemId31	ItemCount31	ItemWeight31	ItemId32	ItemCount32	ItemWeight32	ItemId33	ItemCount33	ItemWeight33	ItemId34	ItemCount34	ItemWeight34	ItemId35	ItemCount35	ItemWeight35	ItemId36	ItemCount36	ItemWeight36	ItemId37	ItemCount37	ItemWeight37	ItemId38	ItemCount38	ItemWeight38	ItemId39	ItemCount39	ItemWeight39	ItemId40	ItemCount40	ItemWeight40	ItemId41	ItemCount41	ItemWeight41	ItemId42	ItemCount42	ItemWeight42	ItemId43	ItemCount43	ItemWeight43	ItemId44	ItemCount44	ItemWeight44	ItemId45	ItemCount45	ItemWeight45	ItemId46	ItemCount46	ItemWeight46	ItemId47	ItemCount47	ItemWeight47	ItemId48	ItemCount48	ItemWeight48	ItemId49	ItemCount49	ItemWeight49
#	int		int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int
#	编号	策划备注	抽奖类型	抽奖道具位置	物品编号01	物品个数01	物品权重01	物品编号02	物品个数02	物品权重02	物品编号03	物品个数03	物品权重03	物品编号04	物品个数04	物品权重04	物品编号05	物品个数05	物品权重05	物品编号06	物品个数06	物品权重06	物品编号07	物品个数07	物品权重07	物品编号08	物品个数08	物品权重08	物品编号09	物品个数09	物品权重09	物品编号10	物品个数10	物品权重10	物品编号11	物品个数11	物品权重11	物品编号12	物品个数12	物品权重12	物品编号13	物品个数13	物品权重13	物品编号14	物品个数14	物品权重14	物品编号15	物品个数15	物品权重15	物品编号16	物品个数16	物品权重16	物品编号17	物品个数17	物品权重17	物品编号18	物品个数18	物品权重18	物品编号19	物品个数19	物品权重19	物品编号20	物品个数20	物品权重20	物品编号21	物品个数21	物品权重21	物品编号22	物品个数22	物品权重22	物品编号23	物品个数23	物品权重23	物品编号24	物品个数24	物品权重24	物品编号25	物品个数25	物品权重25	物品编号26	物品个数26	物品权重26	物品编号27	物品个数27	物品权重27	物品编号28	物品个数28	物品权重28	物品编号29	物品个数29	物品权重29	物品编号30	物品个数30	物品权重30	物品编号31	物品个数31	物品权重31	物品编号32	物品个数32	物品权重32	物品编号33	物品个数33	物品权重33	物品编号34	物品个数34	物品权重34	物品编号35	物品个数35	物品权重35	物品编号36	物品个数36	物品权重36	物品编号37	物品个数37	物品权重37	物品编号38	物品个数38	物品权重38	物品编号39	物品个数39	物品权重39	物品编号40	物品个数40	物品权重40	物品编号41	物品个数41	物品权重41	物品编号42	物品个数42	物品权重42	物品编号43	物品个数43	物品权重43	物品编号44	物品个数44	物品权重44	物品编号45	物品个数45	物品权重45	物品编号46	物品个数46	物品权重46	物品编号47	物品个数47	物品权重47	物品编号48	物品个数48	物品权重48	物品编号49	物品个数49	物品权重49	物品编号50	物品个数50	物品权重50
	1	钻石抽奖	1	0	201401	3	2000	201433	3	3000	209410	1	500	209405	1	500	209413	1	500	201405	1	500	201419	1	3500	201421	1	3500	203201	10	3500	203201	15	1500	203202	6	3500	203202	8	1500	203203	6	4500	203203	8	1500	8	2	3500	8	3	1500	201401	2	4500	201433	2	4500	201413	2	4500	201410	2	4500	201409	2	4500	201405	2	4500	104002	2	3500	102002	2	3500	106202	2	3500	106102	2	3500	103002	2	3500	104003	1	1500	102003	1	1500	106203	1	1500	106103	1	1500	103003	1	1500	201419	2	1500	201421	2	1500	100003	1	1500	100002	2	3500	101002	2	3500	101003	1	250	201429	1	250	201432	1	250	201422	1	250	201423	1	250	201425	1	250	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
	2	钻石抽奖	1	1	201401	3	2000	201433	3	3000	209410	1	500	209405	1	500	209413	1	500	201405	1	500	201419	1	3500	201421	1	3500	203201	10	3500	203201	15	1500	203202	6	3500	203202	8	1500	203203	6	4500	203203	8	1500	8	2	3500	8	3	1500	201401	2	4500	201433	2	4500	201413	2	4500	201410	2	4500	201409	2	4500	201405	2	4500	104002	2	3500	102002	2	3500	106202	2	3500	106102	2	3500	103002	2	3500	104003	1	1500	102003	1	1500	106203	1	1500	106103	1	1500	103003	1	1500	201419	2	1500	201421	2	1500	100003	1	1500	100002	2	3500	101002	2	3500	101003	1	250	201429	1	250	201432	1	250	201422	1	250	201423	1	250	201425	1	250	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
	3	钻石抽奖	1	2	201401	3	2000	201433	3	3000	209410	1	500	209405	1	500	209413	1	500	201405	1	500	201419	1	3500	201421	1	3500	203201	10	3500	203201	15	1500	203202	6	3500	203202	8	1500	203203	6	4500	203203	8	1500	8	2	3500	8	3	1500	201401	2	4500	201433	2	4500	201413	2	4500	201410	2	4500	201409	2	4500	201405	2	4500	104002	2	3500	102002	2	3500	106202	2	3500	106102	2	3500	103002	2	3500	104003	1	1500	102003	1	1500	106203	1	1500	106103	1	1500	103003	1	1500	201419	2	1500	201421	2	1500	100003	1	1500	100002	2	3500	101002	2	3500	101003	1	250	201429	1	250	201432	1	250	201422	1	250	201423	1	250	201425	1	250	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
	4	钻石抽奖	1	3	201401	3	2000	201433	3	3000	209410	1	500	209405	1	500	209413	1	500	201405	1	500	201419	1	3500	201421	1	3500	203201	10	3500	203201	15	1500	203202	6	3500	203202	8	1500	203203	6	4500	203203	8	1500	8	2	3500	8	3	1500	201401	2	4500	201433	2	4500	201413	2	4500	201410	2	4500	201409	2	4500	201405	2	4500	104002	2	3500	102002	2	3500	106202	2	3500	106102	2	3500	103002	2	3500	104003	1	1500	102003	1	1500	106203	1	1500	106103	1	1500	103003	1	1500	201419	2	1500	201421	2	1500	100003	1	1500	100002	2	3500	101002	2	3500	101003	1	250	201429	1	250	201432	1	250	201422	1	250	201423	1	250	201425	1	250	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
	5	钻石抽奖	1	4	201401	3	2000	201433	3	3000	209410	1	500	209405	1	500	209413	1	500	201405	1	500	201419	1	3500	201421	1	3500	203201	10	3500	203201	15	1500	203202	6	3500	203202	8	1500	203203	6	4500	203203	8	1500	8	2	3500	8	3	1500	201401	2	4500	201433	2	4500	201413	2	4500	201410	2	4500	201409	2	4500	201405	2	4500	104002	2	3500	102002	2	3500	106202	2	3500	106102	2	3500	103002	2	3500	104003	1	1500	102003	1	1500	106203	1	1500	106103	1	1500	103003	1	1500	201419	2	1500	201421	2	1500	100003	1	1500	100002	2	3500	101002	2	3500	101003	1	250	201429	1	250	201432	1	250	201422	1	250	201423	1	250	201425	1	250	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
	6	钻石抽奖	1	5	201401	3	2000	201433	3	3000	209410	1	500	209405	1	500	209413	1	500	201405	1	500	201419	1	3500	201421	1	3500	203201	10	3500	203201	15	1500	203202	6	3500	203202	8	1500	203203	6	4500	203203	8	1500	8	2	3500	8	3	1500	201401	2	4500	201433	2	4500	201413	2	4500	201410	2	4500	201409	2	4500	201405	2	4500	104002	2	3500	102002	2	3500	106202	2	3500	106102	2	3500	103002	2	3500	104003	1	1500	102003	1	1500	106203	1	1500	106103	1	1500	103003	1	1500	201419	2	1500	201421	2	1500	100003	1	1500	100002	2	3500	101002	2	3500	101003	1	250	201429	1	250	201432	1	250	201422	1	250	201423	1	250	201425	1	250	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
	7	钻石抽奖	1	6	201401	3	2000	201433	3	3000	209410	1	500	209405	1	500	209413	1	500	201405	1	500	201419	1	3500	201421	1	3500	203201	10	3500	203201	15	1500	203202	6	3500	203202	8	1500	203203	6	4500	203203	8	1500	8	2	3500	8	3	1500	201401	2	4500	201433	2	4500	201413	2	4500	201410	2	4500	201409	2	4500	201405	2	4500	104002	2	3500	102002	2	3500	106202	2	3500	106102	2	3500	103002	2	3500	104003	1	1500	102003	1	1500	106203	1	1500	106103	1	1500	103003	1	1500	201419	2	1500	201421	2	1500	100003	1	1500	100002	2	3500	101002	2	3500	101003	1	250	201429	1	250	201432	1	250	201422	1	250	201423	1	250	201425	1	250	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
	8	钻石抽奖	1	7	201401	3	2000	201433	3	3000	209410	1	500	209405	1	500	209413	1	500	201405	1	500	201419	1	3500	201421	1	3500	203201	10	3500	203201	15	1500	203202	6	3500	203202	8	1500	203203	6	4500	203203	8	1500	8	2	3500	8	3	1500	201401	2	4500	201433	2	4500	201413	2	4500	201410	2	4500	201409	2	4500	201405	2	4500	104002	2	3500	102002	2	3500	106202	2	3500	106102	2	3500	103002	2	3500	104003	1	1500	102003	1	1500	106203	1	1500	106103	1	1500	103003	1	1500	201419	2	1500	201421	2	1500	100003	1	1500	100002	2	3500	101002	2	3500	101003	1	250	201429	1	250	201432	1	250	201422	1	250	201423	1	250	201425	1	250	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
	9	钻石抽奖	1	8	201401	3	2000	201433	3	3000	209410	1	500	209405	1	500	209413	1	500	201405	1	500	201419	1	3500	201421	1	3500	203201	10	3500	203201	15	1500	203202	6	3500	203202	8	1500	203203	6	4500	203203	8	1500	8	2	3500	8	3	1500	201401	2	4500	201433	2	4500	201413	2	4500	201410	2	4500	201409	2	4500	201405	2	4500	104002	2	3500	102002	2	3500	106202	2	3500	106102	2	3500	103002	2	3500	104003	1	1500	102003	1	1500	106203	1	1500	106103	1	1500	103003	1	1500	201419	2	1500	201421	2	1500	100003	1	1500	100002	2	3500	101002	2	3500	101003	1	250	201429	1	250	201432	1	250	201422	1	250	201423	1	250	201425	1	250	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
	10	钻石抽奖	1	9	201401	3	2000	201433	3	3000	209410	1	500	209405	1	500	209413	1	500	201405	1	500	201419	1	3500	201421	1	3500	203201	10	3500	203201	15	1500	203202	6	3500	203202	8	1500	203203	6	4500	203203	8	1500	8	2	3500	8	3	1500	201401	2	4500	201433	2	4500	201413	2	4500	201410	2	4500	201409	2	4500	201405	2	4500	104002	2	3500	102002	2	3500	106202	2	3500	106102	2	3500	103002	2	3500	104003	1	1500	102003	1	1500	106203	1	1500	106103	1	1500	103003	1	1500	201419	2	1500	201421	2	1500	100003	1	1500	100002	2	3500	101002	2	3500	101003	1	250	201429	1	250	201432	1	250	201422	1	250	201423	1	250	201425	1	250	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
