#	掉落包概率配置表			
#	Id		NormalRate	EliteRate
#	int		float	float
#	掉落包编号	策划备注	普通掉落概率	精英掉落概率
	1		0.01	0.2
	2		0.01	0.2
	3		0.01	0.2
	4		0.01	0.2
	5		0.01	0.2
	6		0.01	0.2
	7		0.01	0.2
	8		0.01	0.2
	9		0.01	0.2
	10		0.01	0.2
	11		0.01	0.2
	12		0.01	0.2
	13		0.01	0.2
	14		0.01	0.2
	15		0.01	0.2
	16		0.01	0.2
	17		0.01	0.2
	18		0.01	0.2
	19		0.01	0.2
	20		0.01	0.2
	21		0.01	0.2
	22		0.01	0.2
	23		0.01	0.2
	24		0.01	0.2
	25		0.01	0.2
	26		0.01	0.2
	27		0.01	0.2
	28		0.01	0.2
	29		0.01	0.2
	30		0.01	0.2
	31		0.01	0.2
	32		0.01	0.2
	33		0.01	0.2
	34		0.01	0.2
	35		0.01	0.2
	36		0.01	0.2
	37		0.01	0.2
	38		0.01	0.2
	39		0.01	0.2
	40		0.01	0.2
	41		0.01	0.2
	42		0.01	0.2
	43		0.01	0.2
	44		0.01	0.2
	45		0.01	0.2
	46		0.01	0.2
	47		0.01	0.2
	48		0.01	0.2
	49		0.01	0.2
	50		0.01	0.2
	51		0.01	0.2
	52		0.01	0.2
	53		0.01	0.2
	54		0.01	0.2
	55		0.01	0.2
	56		0.01	0.2
	57		0.01	0.2
	58		0.01	0.2
	59		0.01	0.2
	60		0.01	0.2
	61		0.01	0.2
	62		0.01	0.2
	63		0.01	0.2
	64		0.01	0.2
	65		0.01	0.2
	66		0.01	0.2
	67		0.01	0.2
	68		0.01	0.2
	69		0.01	0.2
	70		0.01	0.2
	71		0.01	0.2
	72		0.01	0.2
	73		0.01	0.2
	74		0.01	0.2
	75		0.01	0.2
	76		0.01	0.2
	77		0.01	0.2
	78		0.01	0.2
	79		0.01	0.2
	80		0.01	0.2
	81		0.01	0.2
	82		0.01	0.2
	83		0.01	0.2
	84		0.01	0.2
	85		0.01	0.2
	86		0.01	0.2
	87		0.01	0.2
	88		0.01	0.2
	89		0.01	0.2
	90		0.01	0.2
	91		0.01	0.2
	92		0.01	0.2
	93		0.01	0.2
	94		0.01	0.2
	95		0.01	0.2
	96		0.01	0.2
	97		0.01	0.2
	98		0.01	0.2
	99		0.01	0.2
	100		0.01	0.2
	101		0.01	0.2
	102		0.01	0.2
	103		0.01	0.2
	104		0.01	0.2
	105		0.01	0.2
	106		0.01	0.2
	107		0.01	0.2
	108		0.01	0.2
	109		0.01	0.2
	110		0.01	0.2
	111		0.01	0.2
	112		0.01	0.2
	113		0.01	0.2
	114		0.01	0.2
	115		0.01	0.2
	116		0.01	0.2
	117		0.01	0.2
	118		0.01	0.2
	119		0.01	0.2
	120		0.01	0.2
	121		0.01	0.2
	122		0.01	0.2
	123		0.01	0.2
	124		0.01	0.2
	125		0.01	0.2
	126		0.01	0.2
	127		0.01	0.2
	128		0.01	0.2
	129		0.01	0.2
	130		0.01	0.2
	131		0.01	0.2
	132		0.01	0.2
	133		0.01	0.2
	134		0.01	0.2
	135		0.01	0.2
	136		0.01	0.2
	137		0.01	0.2
	138		0.01	0.2
	139		0.01	0.2
	140		0.01	0.2
	141		0.01	0.2
	142		0.01	0.2
	143		0.01	0.2
	144		0.01	0.2
	145		0.01	0.2
	146		0.01	0.2
	147		0.01	0.2
	148		0.01	0.2
	149		0.01	0.2
	150		0.01	0.2
	151		0.01	0.2
	152		0.01	0.2
	153		0.01	0.2
	154		0.01	0.2
	155		0.01	0.2
	156		0.01	0.2
	157		0.01	0.2
	158		0.01	0.2
	159		0.01	0.2
	160		0.01	0.2
	161		0.01	0.2
	162		0.01	0.2
	163		0.01	0.2
	164		0.01	0.2
	165		0.01	0.2
	166		0.01	0.2
	167		0.01	0.2
	168		0.01	0.2
	169		0.01	0.2
	170		0.01	0.2
	171		0.01	0.2
	172		0.01	0.2
	173		0.01	0.2
	174		0.01	0.2
	175		0.01	0.2
	176		0.01	0.2
	177		0.01	0.2
	178		0.01	0.2
	179		0.01	0.2
	180		0.01	0.2
	181		0.01	0.2
	182		0.01	0.2
	183		0.01	0.2
	184		0.01	0.2
	185		0.01	0.2
	186		0.01	0.2
	187		0.01	0.2
	188		0.01	0.2
	189		0.01	0.2
	190		0.01	0.2
	191		0.01	0.2
	192		0.01	0.2
	193		0.01	0.2
	194		0.01	0.2
	195		0.01	0.2
	196		0.01	0.2
	197		0.01	0.2
	198		0.01	0.2
	199		0.01	0.2
	200		0.01	0.2
	201		0.01	0.2
	300		0.01	0.2
	301		0.01	0.2
	302		0.01	0.2
	303		0.01	0.2
	304		0.01	0.2
	305		0.01	0.2
	306		0.01	0.2
	400		0.01	0.2
	401		0.01	0.2
	402		0.01	0.2
	403		0.01	0.2
	404		0.01	0.2
