#	星图配置表						
#	Id		CostMeridianEnergy	CostCoin	MaxHP	Attack	Defense
#	int		int	int	int	int	int
#	星图编号	策划备注	消耗星图点数	消耗金币数量	生命增加累计值	攻击增加累计值	防御增加累计值
	1	1	1	100	0	2	0
	2	1	1	100	0	2	2
	3	1	1	100	40	2	2
	4	1	1	100	40	4	2
	5	1	1	100	40	4	4
	6	1	1	100	80	4	4
	7	1	1	100	80	6	4
	8	1	1	100	80	6	6
	9	1	1	100	120	6	6
	10	1	1	100	120	8	6
	11	1	1	100	120	8	8
	12	1	1	100	160	8	8
	13	1	1	100	160	10	8
	14	1	1	100	160	10	10
	15	1	1	100	200	10	10
	16	1	1	100	200	12	10
	17	1	1	100	200	12	12
	18	1	1	100	240	12	12
	19	1	1	100	240	14	12
	20	1	1	100	240	14	14
	21	1	1	100	280	14	14
	22	1	1	100	280	16	14
	23	1	1	100	280	16	16
	24	1	1	100	320	16	16
	25	1	1	100	320	18	16
	26	1	1	100	320	18	18
	27	1	1	100	360	18	18
	28	1	1	100	360	20	18
	29	1	1	100	360	20	20
	30	1	1	100	400	20	20
	31	2	1	200	400	24	20
	32	2	1	200	400	24	24
	33	2	1	200	480	24	24
	34	2	1	200	480	28	24
	35	2	1	200	480	28	28
	36	2	1	200	560	28	28
	37	2	1	200	560	32	28
	38	2	1	200	560	32	32
	39	2	1	200	640	32	32
	40	2	1	200	640	36	32
	41	2	1	200	640	36	36
	42	2	1	200	720	36	36
	43	2	1	200	720	40	36
	44	2	1	200	720	40	40
	45	2	1	200	800	40	40
	46	2	1	200	800	44	40
	47	2	1	200	800	44	44
	48	2	1	200	880	44	44
	49	2	1	200	880	48	44
	50	2	1	200	880	48	48
	51	2	1	200	960	48	48
	52	2	1	200	960	52	48
	53	2	1	200	960	52	52
	54	2	1	200	1040	52	52
	55	2	1	200	1040	56	52
	56	2	1	200	1040	56	56
	57	2	1	200	1120	56	56
	58	2	1	200	1120	60	56
	59	2	1	200	1120	60	60
	60	2	1	200	1200	60	60
	61	3	1	300	1200	66	60
	62	3	1	300	1200	66	66
	63	3	1	300	1320	66	66
	64	3	1	300	1320	72	66
	65	3	1	300	1320	72	72
	66	3	1	300	1440	72	72
	67	3	1	300	1440	78	72
	68	3	1	300	1440	78	78
	69	3	1	300	1560	78	78
	70	3	1	300	1560	84	78
	71	3	1	300	1560	84	84
	72	3	1	300	1680	84	84
	73	3	1	300	1680	90	84
	74	3	1	300	1680	90	90
	75	3	1	300	1800	90	90
	76	3	1	300	1800	96	90
	77	3	1	300	1800	96	96
	78	3	1	300	1920	96	96
	79	3	1	300	1920	102	96
	80	3	1	300	1920	102	102
	81	3	1	300	2040	102	102
	82	3	1	300	2040	108	102
	83	3	1	300	2040	108	108
	84	3	1	300	2160	108	108
	85	3	1	300	2160	114	108
	86	3	1	300	2160	114	114
	87	3	1	300	2280	114	114
	88	3	1	300	2280	120	114
	89	3	1	300	2280	120	120
	90	3	1	300	2400	120	120
	91	4	1	400	2400	128	120
	92	4	1	400	2400	128	128
	93	4	1	400	2560	128	128
	94	4	1	400	2560	136	128
	95	4	1	400	2560	136	136
	96	4	1	400	2720	136	136
	97	4	1	400	2720	144	136
	98	4	1	400	2720	144	144
	99	4	1	400	2880	144	144
	100	4	1	400	2880	152	144
	101	4	1	400	2880	152	152
	102	4	1	400	3040	152	152
	103	4	1	400	3040	160	152
	104	4	1	400	3040	160	160
	105	4	1	400	3200	160	160
	106	4	1	400	3200	168	160
	107	4	1	400	3200	168	168
	108	4	1	400	3360	168	168
	109	4	1	400	3360	176	168
	110	4	1	400	3360	176	176
	111	4	1	400	3520	176	176
	112	4	1	400	3520	184	176
	113	4	1	400	3520	184	184
	114	4	1	400	3680	184	184
	115	4	1	400	3680	192	184
	116	4	1	400	3680	192	192
	117	4	1	400	3840	192	192
	118	4	1	400	3840	200	192
	119	4	1	400	3840	200	200
	120	4	1	400	4000	200	200
	121	5	1	500	4000	210	200
	122	5	1	500	4000	210	210
	123	5	1	500	4200	210	210
	124	5	1	500	4200	220	210
	125	5	1	500	4200	220	220
	126	5	1	500	4400	220	220
	127	5	1	500	4400	230	220
	128	5	1	500	4400	230	230
	129	5	1	500	4600	230	230
	130	5	1	500	4600	240	230
	131	5	1	500	4600	240	240
	132	5	1	500	4800	240	240
	133	5	1	500	4800	250	240
	134	5	1	500	4800	250	250
	135	5	1	500	5000	250	250
	136	5	1	500	5000	260	250
	137	5	1	500	5000	260	260
	138	5	1	500	5200	260	260
	139	5	1	500	5200	270	260
