#	伤害配置表																									
#	Id		ImpactType	IgnoreSteady	ImpactParam0	ImpactParam1	ImpactParam2	ImpactParam3	ImpactParam4	ImpactParam5	ImpactParam6	ImpactParam7	ImpactParam8	ImpactParam9	ImpactParam10	ImpactParam11	ImpactParam12	ImpactParam13	ImpactParam14	ImpactParam15	ImpactParam16	ImpactParam17	ImpactParam18	ImpactParam19	ImpactParam20	ImpactParam21
#	int		int	bool	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float
#	伤害编号	策划备注	伤害类型	覆盖普通霸体	普通伤害数字类型（自己发出）	暴击伤害数字类型（自己发出）	吸血数字类型（自己发出）	技能吸血数字类型（自己发出）	反击数字类型（自己发出）	普通伤害数字类型（别人发出）	暴击伤害数字类型（别人发出）	吸血数字类型（别人发出）	技能吸血数字类型（别人发出）	反击数字类型（别人发出）	附加基础物理攻击力	附加物理伤害百分比	每级提升百分比	附加物理伤害值	每级提升伤害值	附加基础法术攻击力	附加法术伤害百分比	附加法术伤害值	真实伤害百分比	直接血上限伤害百分比	技能吸血系数	伤害参数
	1	怪物伤害	1	FALSE	4	2	1	-1	-1	4	5	-1	-1	-1	0	1	0	0	0	0	0	0	0	0	0	-1
	2	怪物1.5倍技能伤害	1	FALSE	4	2	1	-1	-1	4	5	-1	-1	-1	0	1.5	0	0	0	0	0	0	0	0	0	-1
	3	怪物2.5倍技能伤害	1	FALSE	4	2	1	-1	-1	4	5	-1	-1	-1	0	2.5	0	0	0	0	0	0	0	0	0	-1
	4	怪物多帧0.1技能伤害	1	FALSE	4	2	1	-1	-1	4	5	-1	-1	-1	0	0.1	0	0	0	0	0	0	0	0	0	-1
	5	怪物多帧0.5技能伤害	1	FALSE	4	2	1	-1	-1	4	5	-1	-1	-1	0	0.5	0	0	0	0	0	0	0	0	0	-1
	10	怪物1000倍技能伤害	1	FALSE	4	2	1	-1	-1	4	5	-1	-1	-1	0	1000	0	0	0	0	0	0	0	0	0	-1
	100	推图48级BOSS大招伤害	1	FALSE	4	-1	-1	0	-1	4	5	-1	-1	-1	0	1	0	0	0	0	0	0	0	0	0	-1
	101	测试BUFF持续掉血	1	FALSE	4	-1	-1	-1	-1	4	5	-1	-1	-1	0	1	0	0	0	0	0	0	0	0	0	-1
	102	推图9级BOSS大招伤害	1	FALSE	4	1	3	-1	-1	4	5	-1	-1	-1	0	1	0	0	0	0	0	0	0	0	0	-1
	104	推图3级BOSS大招伤害	1	FALSE	4	1	3	-1	-1	4	5	-1	-1	-1	0	1	0	0	0	0	0	0	0	0	0	-1
	105	推图9级BOSS大招伤害	1	FALSE	4	1	3	-1	-1	4	5	-1	-1	-1	0	1	0	0	0	0	0	0	0	0	0	-1
	103	骷髅刀兵重劈伤害	1	FALSE	4	2	3	-1	-1	4	5	-1	-1	-1	0	2.5	0	0	0	0	0	0	0	0	0	-1
	106	弓箭手箭浪伤害	1	FALSE	4	2	3	-1	-1	4	5	-1	-1	-1	0	1	0	0	0	0	0	0	0	0	0	-1
	107	推图副本19级哥布林挥砍伤害	1	FALSE	4	2	3	-1	-1	4	5	-1	-1	-1	0	1	0	0	0	0	0	0	0	0	0	-1
	108	推图副本19级精英地狱男爵挥砍伤害	1	FALSE	4	2	3	-1	-1	4	5	-1	-1	-1	0	1	0	0	0	0	0	0	0	0	0	-1
	109	推图副本19级精英地狱男爵冲拳伤害	1	FALSE	4	2	3	-1	-1	4	5	-1	-1	-1	0	1	0	0	0	0	0	0	0	0	0	-1
	110	推图副本19级虚无统领闪电	1	FALSE	4	2	3	-1	-1	4	5	-1	-1	-1	0	1	0	0	0	0	0	0	0	0	0	-1
	111	推图副本19级血孱斧魔冲锋留火	1	FALSE	4	2	3	-1	-1	4	5	-1	-1	-1	0	1	0	0	0	0	0	0	0	0	0	-1
	112	推图副本19级血孱斧魔冲锋跳斩	1	FALSE	4	2	3	-1	-1	4	5	-1	-1	-1	0	5	0	0	0	0	0	0	0	0	0	-1
	113	推图副本19级血孱斧魔普通攻击1	1	FALSE	4	2	3	-1	-1	4	5	-1	-1	-1	0	1	0	0	0	0	0	0	0	0	0	-1
	114	推图副本19级血孱斧魔普通攻击2	1	FALSE	4	2	3	-1	-1	4	5	-1	-1	-1	0	1	0	0	0	0	0	0	0	0	0	-1
	115	推图副本19级投弹手投掷伤害	1	FALSE	4	2	3	-1	-1	4	5	-1	-1	-1	0	1	0	0	0	0	0	0	0	0	0	-1
	116	推图副本1级BOSS异魔王殿挥砍伤害	1	FALSE	4	2	3	-1	-1	4	5	-1	-1	-1	0	1	0	0	0	0	0	0	0	0	0	-1
	117	推图副本1级BOSS异魔王殿冲拳伤害	1	FALSE	4	2	3	-1	-1	4	5	-1	-1	-1	0	1	0	0	0	0	0	0	0	0	0	-1
	118	推图副本1级BOSS异魔王殿裂地伤害	1	FALSE	4	2	3	-1	-1	4	5	-1	-1	-1	0	1	0	0	0	0	0	0	0	0	0	-1
	119	推图副本2级BOSS亡灵将军挥砍伤害	1	FALSE	4	2	3	-1	-1	4	5	-1	-1	-1	0	1	0	0	0	0	0	0	0	0	0	-1
	120	推图副本2级BOSS亡灵将军刺剑伤害	1	FALSE	4	2	3	-1	-1	4	5	-1	-1	-1	0	1	0	0	0	0	0	0	0	0	0	-1
	121	推图副本2级BOSS亡灵将军砸地伤害	1	FALSE	4	2	3	-1	-1	4	5	-1	-1	-1	0	1	0	0	0	0	0	0	0	0	0	-1
	122	推图副本2级BOSS亡灵将军回身斩伤害	1	FALSE	4	2	3	-1	-1	4	5	-1	-1	-1	0	1	0	0	0	0	0	0	0	0	0	-1
	123	推图副本2级BOSS亡灵将军大风车伤害	1	FALSE	4	2	3	-1	-1	4	5	-1	-1	-1	0	1	0	0	0	0	0	0	0	0	0	-1
	124	推图副本3级BOSS铁拳跳跃扑伤害	1	FALSE	4	2	3	-1	-1	4	5	-1	-1	-1	0	1	0	0	0	0	0	0	0	0	0	-1
	125	推图副本5级BOSS地狱男爵跳跃砸地伤害	1	FALSE	4	2	3	-1	-1	4	5	-1	-1	-1	0	1	0	0	0	0	0	0	0	0	0	-1
	126	推图副本10级BOSS机械狼王普通攻击伤害	1	FALSE	4	2	3	-1	-1	4	5	-1	-1	-1	0	1	0	0	0	0	0	0	0	0	0	-1
	127	推图副本10级BOSS机械狼王翻滚扑击伤害	1	FALSE	4	2	3	-1	-1	4	5	-1	-1	-1	0	1	0	0	0	0	0	0	0	0	0	-1
	128	推图副本10级BOSS机械狼王兽魂攻击伤害	1	FALSE	4	2	3	-1	-1	4	5	-1	-1	-1	0	1	0	0	0	0	0	0	0	0	0	-1
	129	推图副本6级BOSS灵魂盾将飞扑攻击伤害	1	FALSE	4	2	3	-1	-1	4	5	-1	-1	-1	0	1	0	0	0	0	0	0	0	0	0	-1
	130	推图副本6级悬石怪攻击伤害	1	FALSE	4	2	3	-1	-1	4	5	-1	-1	-1	0	1	0	0	0	0	0	0	0	0	0	-1
	131	推图副本7级魔化盾斧兵冲锋技能攻击伤害	1	FALSE	4	2	3	-1	-1	4	5	-1	-1	-1	0	1	0	0	0	0	0	0	0	0	0	-1
	132	推图副本7级BOSS普攻伤害	1	FALSE	4	2	3	-1	-1	4	5	-1	-1	-1	0	1	0	0	0	0	0	0	0	0	0	-1
	133	推图副本7级BOSS无影刀伤害	1	FALSE	4	2	3	-1	-1	4	5	-1	-1	-1	0	1	0	0	0	0	0	0	0	0	0	-1
	134	推图副本8级BOSS死亡收割伤害	1	FALSE	4	2	3	-1	-1	4	5	-1	-1	-1	0	1	0	0	0	0	0	0	0	0	0	-1
	135	推图副本15级BOSS挥击伤害	1	FALSE	4	2	3	-1	-1	4	5	-1	-1	-1	0	1	0	0	0	0	0	0	0	0	0	-1
	136	推图副本15级BOSS横抡伤害	1	FALSE	4	2	3	-1	-1	4	5	-1	-1	-1	0	1	0	0	0	0	0	0	0	0	0	-1
	137	推图副本15级BOSS转身锤伤害	1	FALSE	4	2	3	-1	-1	4	5	-1	-1	-1	0	1	0	0	0	0	0	0	0	0	0	-1
	138	推图副本15级BOSS旋风伤害	1	FALSE	4	2	3	-1	-1	4	5	-1	-1	-1	0	1	0	0	0	0	0	0	0	0	0	-1
	139	推图副本15级BOSS三连击伤害	1	FALSE	4	2	3	-1	-1	4	5	-1	-1	-1	0	1	0	0	0	0	0	0	0	0	0	-1
