#	NPC基础属性表						
#	Id		MaxHPBase	PhysicalAttackBase	PhysicalDefenseBase	MagicAttackBase	MagicDefenseBase
#	int		int	int	int	int	int
#	NPC等级编号	策划备注	基础生命值	基础物理攻击	基础物理防御	基础法术攻击	基础法术防御
	1		227	26	69	0	0
	2		241	30	73	0	0
	3		255	33	75	0	0
	4		270	37	79	0	0
	5		285	40	81	0	0
	6		300	44	85	0	0
	7		330	49	87	0	0
	8		361	55	90	0	0
	9		393	60	93	0	0
	10		426	66	96	0	0
	11		461	72	100	0	0
	12		496	83	102	0	0
	13		590	96	106	0	0
	14		687	110	108	0	0
	15		789	124	112	0	0
	16		899	140	114	0	0
	17		1015	155	117	0	0
	18		1135	172	120	0	0
	19		1280	189	123	0	0
	20		1435	207	126	0	0
	21		1597	226	129	0	0
	22		1765	245	132	0	0
	23		1940	265	135	0	0
	24		2122	285	139	0	0
	25		2311	313	141	0	0
	26		2506	341	143	0	0
	27		2708	371	147	0	0
	28		2917	402	150	0	0
	29		3132	433	153	0	0
	30		3354	465	156	0	0
	31		3583	498	159	0	0
	32		3819	521	162	0	0
	33		4061	544	165	0	0
	34		4310	568	168	0	0
	35		4566	591	170	0	0
	36		4829	614	174	0	0
	37		5098	644	176	0	0
	38		5374	675	180	0	0
	39		5656	706	183	0	0
	40		5946	736	186	0	0
	41		6250	767	189	0	0
	42		6561	798	192	0	0
	43		6880	836	195	0	0
	44		7205	875	197	0	0
	45		7538	913	201	0	0
	46		7878	951	203	0	0
	47		8226	990	207	0	0
	48		8580	1028	209	0	0
	49		9014	1089	213	0	0
	50		9457	1151	215	0	0
	51		9900	1212	219	0	0
	52		10351	1274	222	0	0
	53		10812	1335	224	0	0
	54		11281	1397	228	0	0
	55		11918	1473	230	0	0
	56		12568	1550	234	0	0
	57		13231	1627	236	0	0
	58		13908	1704	240	0	0
	59		14598	1780	242	0	0
	60		15287	1857	246	0	0
	61		16110	1949	248	0	0
	62		16948	2041	251	0	0
	63		17800	2133	254	0	0
	64		18668	2226	257	0	0
	65		19550	2318	261	0	0
	66		20448	2410	263	0	0
	67		21361	2502	267	0	0
	68		22288	2594	269	0	0
	69		23231	2686	273	0	0
	70		24188	2778	275	0	0
	71		25161	2870	278	0	0
	72		26149	2962	281	0	0
	73		27137	3054	284	0	0
	74		28125	3146	287	0	0
	75		29113	3238	290	0	0
	76		30101	3330	293	0	0
	77		31089	3422	296	0	0
	78		32077	3514	299	0	0
	79		33065	3606	302	0	0
	80		34053	3698	305	0	0
	81		35041	3790	308	0	0
	82		36029	3882	311	0	0
	83		37017	3974	314	0	0
	84		38005	4066	317	0	0
	85		38993	4158	320	0	0
	86		39981	4250	323	0	0
	87		40969	4342	326	0	0
	88		41957	4434	329	0	0
	89		42945	4526	332	0	0
	90		43933	4618	335	0	0
	91		44921	4710	338	0	0
	92		45909	4802	341	0	0
	93		46897	4894	344	0	0
	94		47885	4986	347	0	0
	95		48873	5078	350	0	0
	96		49861	5170	353	0	0
	97		50849	5262	356	0	0
	98		51837	5354	359	0	0
	99		52825	5446	362	0	0
	100		53813	5538	365	0	0
