#	副本内建筑物配置表						
#	Id		BuildingId	PositionX	PositionY	Rotation	CountForPlayerKill
#	int		int	float	float	float	bool
#	编号	策划备注	NPC类型编号	位置X	位置Y	朝向	是否算作玩家击杀统计
	111	玩家阵营1-1	7030101	-1.62	65.54	183.78	False
	112	玩家阵营1-1	7030101	12.55	25.68	0.00	False
	113	玩家阵营1-1	7030101	-21.63	-3.18	0.00	False
	114	玩家阵营1-1	7030101	3.92	-13.56	0.00	False
	121	玩家阵营1-2	7030201	0.72	65.65	178.41	False
	122	玩家阵营1-2	7030201	-24.28	20.05	0.00	False
	123	玩家阵营1-2	7030201	2.42	7.01	0.00	False
	124	玩家阵营1-2	7030201	23.63	17.78	0.00	False
	131	玩家阵营2-1	7030301	-27.05	8.72	67.00	False
	132	玩家阵营2-1	7030301	33.36	8.19	0.00	False
	133	玩家阵营2-1	7030301	-5.02	25.52	0.00	False
	134	玩家阵营2-1	7030301	-23.05	11.25	0.00	False
	141	玩家阵营2-2	7030401	-13.79	6.07	67.00	False
	142	玩家阵营2-2	7030401	-40.84	24.44	0.00	False
	143	玩家阵营2-2	7030401	47.88	12.43	0.00	False
	144	玩家阵营2-2	7030401	-3.23	17.98	0.00	False
	151	玩家阵营2-3	7030501	-36.69	30.15	67.00	False
	152	玩家阵营2-3	7030501	-31.31	34.90	0.00	False
	153	玩家阵营2-3	7030501	45.78	23.47	0.00	False
	154	玩家阵营2-3	7030501	11.50	-7.90	0.00	False
	161	玩家阵营3-1	7030601	40.01	30.81	248.00	False
	162	玩家阵营3-1	7030601	-47.35	-0.32	0.00	False
	163	玩家阵营3-1	7030601	-7.05	-11.69	0.00	False
	164	玩家阵营3-1	7030601	9.96	0.88	0.00	False
	171	玩家阵营3-2	7030701	26.83	2.81	248.00	False
	172	玩家阵营3-2	7030701	-22.62	16.28	0.00	False
	173	玩家阵营3-2	7030701	8.37	48.64	0.00	False
	174	玩家阵营3-2	7030701	2.29	40.67	0.00	False
	181	玩家阵营3-3	7030801	20.84	3.52	248.00	False
	182	玩家阵营3-3	7030801	-43.85	19.71	0.00	False
	183	玩家阵营3-3	7030801	25.93	15.45	0.00	False
	184	玩家阵营3-3	7030801	2.06	35.25	0.00	False
	201	绿蜘蛛（小怪）	7031301	3.03	-12.11	101.43	False
	202	绿蜘蛛（小怪）	7031301	3.03	-12.11	101.43	False
	203	绿蜘蛛（小怪）	7031301	3.03	-12.11	101.43	False
	204	绿蜘蛛（小怪）	7031301	3.03	-12.11	101.43	False
	205	绿蜘蛛（小怪）	7031301	3.03	-12.11	101.43	False
	206	绿蜘蛛（小怪）	7031301	3.03	-12.11	101.43	False
	207	绿蜘蛛（小怪）	7031301	3.03	-12.11	101.43	False
	208	绿蜘蛛（小怪）	7031301	3.03	-12.11	101.43	False
	209	绿蜘蛛（小怪）	7031301	3.03	-12.11	101.43	False
	211	绿蜘蛛（小怪）	7031301	-4.11	23.63	120.65	False
	212	绿蜘蛛（小怪）	7031301	-4.11	23.63	120.65	False
	213	绿蜘蛛（小怪）	7031301	-4.11	23.63	120.65	False
	214	绿蜘蛛（小怪）	7031301	-4.11	23.63	120.65	False
	215	绿蜘蛛（小怪）	7031301	-4.11	23.63	120.65	False
	216	绿蜘蛛（小怪）	7031301	-4.11	23.63	120.65	False
	217	绿蜘蛛（小怪）	7031301	-4.11	23.63	120.65	False
	218	绿蜘蛛（小怪）	7031301	-4.11	23.63	120.65	False
	219	绿蜘蛛（小怪）	7031301	-4.11	23.63	120.65	False
	221	绿蜘蛛（小怪）	7031301	20.85	15.35	114.45	False
	222	绿蜘蛛（小怪）	7031301	20.85	15.35	114.45	False
	223	绿蜘蛛（小怪）	7031301	20.85	15.35	114.45	False
	224	绿蜘蛛（小怪）	7031301	20.85	15.35	114.45	False
	225	绿蜘蛛（小怪）	7031301	20.85	15.35	114.45	False
	226	绿蜘蛛（小怪）	7031301	20.85	15.35	114.45	False
	227	绿蜘蛛（小怪）	7031301	20.85	15.35	114.45	False
	228	绿蜘蛛（小怪）	7031301	20.85	15.35	114.45	False
	229	绿蜘蛛（小怪）	7031301	20.85	15.35	114.45	False
	251	绿蜘蛛（小怪）	7031301	-29.57	0.35	52.90	False
	252	绿蜘蛛（小怪）	7031301	-29.57	0.35	52.90	False
	253	绿蜘蛛（小怪）	7031301	-29.57	0.35	52.90	False
	254	绿蜘蛛（小怪）	7031301	-29.57	0.35	52.90	False
	255	绿蜘蛛（小怪）	7031301	-29.57	0.35	52.90	False
	256	绿蜘蛛（小怪）	7031301	-29.57	0.35	52.90	False
	257	绿蜘蛛（小怪）	7031301	-29.57	0.35	52.90	False
	258	绿蜘蛛（小怪）	7031301	-29.57	0.35	52.90	False
	259	绿蜘蛛（小怪）	7031301	-29.57	0.35	52.90	False
	311	回复水晶区域1(b16)	7033001	-3.64	21.26	55.36	False
	321	回复水晶区域2（b2）	7031501	22.52	9.30	55.36	False
	341	回复水晶（南）b17	7033101	1.76	-2.90	55.36	False
	351	回复水晶区域5（b1）	7031101	-27.83	6.37	350.34	False
	401	红蜘蛛（大怪）	7031201	1.29	5.41	350.34	False
	402	红蜘蛛（大怪）	7031201	3.50	-7.86	350.34	False
	411	红蜘蛛（大怪）	7031201	1.57	25.80	350.34	False
	421	红蜘蛛（大怪）	7031201	28.15	11.32	350.34	False
	451	红蜘蛛(南)	7031201	-22.17	2.18	350.34	False
	501	蓝蜘蛛（中怪）	7031401	5.38	-0.07	202.34	False
	502	蓝蜘蛛（中怪）	7031401	5.38	-0.07	202.34	False
	503	蓝蜘蛛（中怪）	7031401	5.38	-0.07	202.34	False
	504	蓝蜘蛛（中怪）	7031401	5.38	-0.07	202.34	False
	505	蓝蜘蛛（中怪）	7031401	5.38	-0.07	202.34	False
	506	蓝蜘蛛（中怪）	7031401	5.38	-0.07	202.34	False
	507	蓝蜘蛛（中怪）	7031401	5.38	-0.07	202.34	False
	508	蓝蜘蛛（中怪）	7031401	5.38	-0.07	202.34	False
	509	蓝蜘蛛（中怪）	7031401	5.38	-0.07	202.34	False
	511	蓝蜘蛛（中怪）	7031401	-3.29	28.69	202.34	False
	512	蓝蜘蛛（中怪）	7031401	-3.29	28.69	202.34	False
	513	蓝蜘蛛（中怪）	7031401	-3.29	28.69	202.34	False
	514	蓝蜘蛛（中怪）	7031401	-3.29	28.69	202.34	False
	515	蓝蜘蛛（中怪）	7031401	-3.29	28.69	202.34	False
	516	蓝蜘蛛（中怪）	7031401	-3.29	28.69	202.34	False
	517	蓝蜘蛛（中怪）	7031401	-3.29	28.69	202.34	False
	518	蓝蜘蛛（中怪）	7031401	-3.29	28.69	202.34	False
	519	蓝蜘蛛（中怪）	7031401	-3.29	28.69	202.34	False
	521	蓝蜘蛛（中怪）	7031401	24.83	5.65	202.34	False
	522	蓝蜘蛛（中怪）	7031401	24.83	5.65	202.34	False
	523	蓝蜘蛛（中怪）	7031401	24.83	5.65	202.34	False
	524	蓝蜘蛛（中怪）	7031401	24.83	5.65	202.34	False
	525	蓝蜘蛛（中怪）	7031401	24.83	5.65	202.34	False
	526	蓝蜘蛛（中怪）	7031401	24.83	5.65	202.34	False
	527	蓝蜘蛛（中怪）	7031401	24.83	5.65	202.34	False
	528	蓝蜘蛛（中怪）	7031401	24.83	5.65	202.34	False
