#	副本内NPC配置表						
#	Id		NpcId	PositionX	PositionY	Rotation	CountForPlayerKill
#	int		int	float	float	float	bool
#	NPC编号	策划备注	NPC类型编号	位置X	位置Y	朝向	是否算作玩家击杀统计
	111	小怪	7010101	-2.89	-11.64	358.47	True
	112	小怪	7010101	-1.12	-11.34	349.61	True
	113	小怪	7010101	0.28	-10.80	342.14	True
	121	小怪	7010101	-9.71	-7.78	39.92	True
	122	小怪	7010101	-9.38	-9.70	32.50	True
	123	小怪	7010101	-7.22	-10.91	20.23	True
	131	小怪	7010101	-9.21	0.85	98.05	True
	132	小怪	7010101	-10.06	-1.15	80.48	True
	133	小怪	7010101	-10.62	-3.47	64.94	True
	141	小怪	7010101	-3.79	2.36	165.96	True
	142	小怪	7010101	-1.67	2.84	208.31	True
	143	小怪	7010101	0.84	1.38	251.14	True
	151	小怪	7010101	2.70	-2.75	294.99	True
	152	小怪	7010101	3.17	-4.43	304.82	True
	153	小怪	7010101	3.25	-6.26	314.14	True
	211	双倍金币怪	7010201	-4.96	-13.30	7.54	True
	212	双倍金币怪	7010201	-11.36	-6.54	51.29	True
	213	双倍金币怪	7010201	-5.94	2.89	136.53	True
	214	双倍金币怪	7010201	3.05	-0.54	274.94	True
	215	双倍金币怪	7010201	3.15	-8.31	322.62	True
	221	小怪	7010101	-6.17	-15.25	11.02	True
	222	小怪	7010101	-4.21	-15.63	3.70	True
	223	小怪	7010101	-1.84	-15.13	354.86	True
	231	小怪	7010101	-13.94	-7.17	56.27	True
	232	小怪	7010101	-15.45	-4.76	68.77	True
	233	小怪	7010101	-12.90	-3.09	72.33	True
	241	小怪	7010101	-11.13	1.77	102.58	True
	242	小怪	7010101	-9.97	3.16	115.02	True
	243	小怪	7010101	-8.35	4.57	131.59	True
	251	小怪	7010101	-3.20	6.93	180.00	True
	252	小怪	7010101	-1.50	7.00	193.65	True
	253	小怪	7010101	0.99	6.41	213.17	True
	311	自爆怪	7010301	1.02	2.44	216.42	True
	312	自爆怪	7010301	-6.10	0.63	166.62	True
	313	自爆怪	7010301	-10.04	-6.05	82.02	True
	314	自爆怪	7010301	-4.21	-10.55	354.78	True
	315	自爆怪	7010301	2.07	-5.30	270.00	True
